1773,5,60,0,0,10,10,0,0,20,0,2000,2100
1773,6,70,0,0,8,7,0,0,15,0,2000,2100
1773,7,75,0,0,10,10,0,0,5,0,2000,2100
1773,8,85,0,0,8,7,0,0,0,0,2000,2100
1773,9,90,0,0,5,5,0,0,0,0,2000,2100
1773,10,90,0,0,5,5,0,0,0,0,2030,2130
1773,11,90,0,0,5,5,0,0,0,0,2030,2130
1773,12,90,0,0,5,5,0,0,0,0,2030,2130
1777,1,65,0,15,5,5,0,0,10,0,2345,45
1777,2,60,0,25,5,5,0,0,5,0,2315,15
1777,3,60,0,25,5,5,0,0,5,0,2245,2345
1777,4,55,0,20,5,10,0,0,10,0,2200,2300
1777,5,45,0,10,10,5,0,0,25,5,2130,2230
1777,6,45,0,5,10,10,0,0,25,5,2115,2215
1777,7,35,0,15,5,5,0,0,35,5,2130,2230
1777,8,40,0,15,10,10,0,0,25,0,2145,2245
1777,9,55,0,10,20,5,0,0,10,0,2215,2300
1777,10,55,0,25,5,5,0,0,10,0,2230,2330
1777,11,65,0,15,5,5,0,0,10,0,2300,15
1777,12,80,0,5,5,5,0,0,5,0,2330,45
1781,1,80,0,10,0,5,0,0,5,0,2330,30
1781,2,75,0,10,0,5,0,0,10,0,2300,0
1781,3,75,0,10,0,5,0,0,10,0,2230,2330
1781,4,65,0,15,0,10,0,0,10,0,2130,2230
1781,5,50,0,15,10,10,0,0,15,0,2100,2200
1781,6,40,0,15,10,15,0,0,20,0,2030,2130
1781,7,45,0,10,15,10,0,0,20,0,2030,2130
1781,8,50,0,10,10,10,0,0,20,0,2100,2200
1781,9,55,0,10,0,15,0,0,20,0,2130,2230
1781,10,60,0,20,0,5,0,0,15,0,2230,2330
1781,11,70,0,15,0,5,0,0,10,0,2300,0
1781,12,75,0,15,0,5,0,0,5,0,2330,30
1785,1,30,15,20,5,5,0,0,15,10,2315,0
1785,2,25,10,25,5,5,0,0,20,10,2315,15
1785,3,20,15,10,5,15,0,0,20,15,2330,15
1785,4,15,15,15,10,5,0,0,25,15,2330,15
1785,5,10,5,5,15,10,0,0,45,10,2330,30
1785,6,15,10,13,10,10,2,0,30,10,2345,30
1785,7,15,15,10,25,0,0,0,25,10,2345,30
1785,8,15,10,20,20,5,0,0,25,5,2330,15
1785,9,15,10,10,15,15,0,0,20,15,2330,15
1785,10,10,10,10,15,15,0,0,25,15,2315,0
1785,11,20,10,15,15,15,0,0,15,10,2300,2345
1785,12,25,10,30,10,10,0,0,10,5,2300,2345
