100,2
100,3
100,4
100,5
100,6
100,7
100,8
100,9
100,10
100,11
100,12
100,13
100,14
102,0
102,1
102,2
102,3
102,4
102,5
102,6
102,7
102,8
104,0
104,1
104,2
104,3
104,4
104,5
107,0
107,1
110,0
111,0
111,1
111,2
111,3
111,4
111,5
111,6
111,7
111,8
111,9
111,10
111,11
111,12
111,13
111,14
111,15
111,16
111,17
111,18
111,19
111,20
111,21
111,22
111,23
111,24
112,0
112,1
113,0
113,1
113,2
113,3
113,4
113,5
113,6
113,7
113,8
113,9
113,10
113,11
114,0
114,1
114,2
114,3
114,4
114,5
114,6
114,7
116,0
116,1
116,2
116,3
116,4
116,5
116,6
116,7
118,0
118,1
118,2
118,3
119,0
119,1
119,2
119,3
121,0
121,1
121,2
121,3
121,4
121,5
121,6
121,7
121,8
121,9
121,10
121,11
123,0
123,1
123,2
123,3
123,4
123,5
124,0
124,1
124,2
124,3
124,4
124,5
126,0
126,1
127,0
127,1
128,0
128,1
129,0
129,1
130,0
130,1
131,0
131,1
132,0
132,1
133,0
133,1
134,0
134,1
135,0
135,1
137,0
137,1
137,2
137,3
137,4
137,5
137,6
137,7
139,0
139,1
139,2
139,3
140,0
140,1
140,2
140,3
142,0
142,1
143,0
143,1
144,0
144,1
145,0
145,1
146,0
146,1
147,0
147,1
149,0
150,0
150,1
150,2
150,3
150,4
150,5
150,6
150,7
150,8
150,9
150,10
150,11
150,12
150,13
150,14
150,15
150,16
150,17
150,18
150,19
150,20
150,21
150,22
150,23
150,24
150,25
150,26
150,27
150,28
150,29
150,30
152,0
152,1
152,2
152,3
152,4
152,5
152,6
152,7
153,0
153,1
153,2
153,3
153,4
153,5
153,6
153,7
154,0
154,1
154,2
154,3
154,4
154,5
154,6
154,7
155,0
155,1
155,2
155,3
155,4
155,5
155,6
155,7
157,0
157,1
157,2
157,3
158,0
158,1
158,2
158,3
159,0
159,1
159,2
159,3
160,0
160,1
160,2
160,3
161,0
161,1
161,2
161,3
162,0
162,1
162,2
162,3
163,0
163,1
163,2
163,3
164,0
164,1
164,2
164,3
166,0
166,1
166,2
166,3
166,4
166,5
166,6
166,7
167,0
167,1
167,2
167,3
167,4
167,5
167,6
167,7
168,0
168,1
168,2
168,3
168,4
168,5
168,6
168,7
170,0
170,1
171,0
171,1
172,0
172,1
173,0
173,1
174,0
174,1
175,0
175,1
176,0
176,1
177,0
177,1
179,0
179,1
179,2
179,3
179,4
179,5
179,6
179,7
181,0
181,1
182,0
182,1
183,0
183,1
184,0
184,1
186,0
186,1
186,2
186,3
188,0
188,1
189,0
189,1
191,0
191,1
194,0
194,1
194,2
194,3
194,4
194,5
194,6
194,7
194,8
194,9
194,10
194,11
194,12
194,13
194,14
194,15
194,16
195,0
195,1
195,2
195,3
195,4
195,5
195,6
195,7
195,8
195,9
195,10
195,11
195,12
195,13
195,14
195,15
195,16
195,17
195,18
195,19
195,20
195,21
195,22
195,23
195,24
195,25
195,26
195,27
195,28
195,29
195,30
195,31
195,32
196,0
196,1
196,2
196,3
196,4
196,5
198,0
198,1
198,2
198,3
198,4
198,5
200,0
200,1
200,2
201,0
201,1
201,2
203,0
203,1
204,0
204,1
205,0
205,1
207,0
207,1
207,2
207,3
207,4
207,5
207,6
207,7
207,8
207,9
207,10
207,11
207,12
207,13
207,14
207,15
207,16
207,17
207,18
207,19
207,20
207,21
207,22
207,23
207,24
207,25
207,26
207,27
207,28
207,29
207,30
207,31
207,32
207,33
207,34
207,35
209,0
209,1
209,2
209,3
209,4
209,5
209,6
209,7
209,8
209,9
209,10
209,11
209,12
209,13
209,14
209,15
209,16
209,17
210,0
210,1
210,2
210,3
210,4
210,5
210,6
210,7
210,8
210,9
210,10
210,11
210,12
210,13
210,14
210,15
210,16
210,17
212,0
212,1
213,0
213,1
214,0
214,1
215,0
215,1
216,0
216,1
217,0
217,1
218,0
218,1
219,0
219,1
220,0
220,1
221,0
221,1
222,0
222,1
223,0
223,1
224,0
224,1
225,0
225,1
226,0
226,1
227,0
227,1
228,0
228,1
229,0
229,1
230,0
230,1
231,0
231,1
232,0
232,1
234,0
234,1
234,2
234,3
234,4
234,5
234,6
234,7
234,8
234,9
234,10
234,11
234,12
234,13
234,14
234,15
234,16
234,17
234,18
234,19
234,20
234,21
234,22
234,23
234,24
234,25
234,26
234,27
234,28
234,29
234,30
234,31
234,32
234,33
234,34
234,35
234,36
234,37
234,38
234,39
234,40
234,41
234,42
234,43
234,44
234,45
234,46
234,47
236,0
236,1
236,2
236,3
236,4
236,5
236,6
236,7
236,8
236,9
236,10
236,11
237,0
237,1
237,2
237,3
237,4
237,5
237,6
237,7
237,8
237,9
237,10
237,11
238,0
238,1
238,2
238,3
238,4
238,5
238,6
238,7
238,8
238,9
238,10
238,11
239,0
239,1
239,2
239,3
239,4
239,5
239,6
239,7
239,8
239,9
239,10
239,11
241,0
241,1
241,2
241,3
242,0
242,1
242,2
242,3
243,0
243,1
243,2
243,3
244,0
244,1
244,2
244,3
245,0
245,1
245,2
245,3
246,0
246,1
246,2
246,3
247,0
247,1
247,2
247,3
248,0
248,1
248,2
248,3
249,0
249,1
249,2
249,3
250,0
250,1
250,2
250,3
251,0
251,1
251,2
251,3
252,0
252,1
252,2
252,3
254,0
254,1
254,2
254,3
254,4
254,5
254,6
254,7
256,0
256,1
256,2
256,3
256,4
256,5
256,6
256,7
256,8
256,9
256,10
256,11
256,12
256,13
256,14
256,15
257,0
257,1
257,2
257,3
257,4
257,5
257,6
257,7
257,8
257,9
257,10
257,11
257,12
257,13
257,14
257,15
259,0
259,1
260,0
260,1
261,0
261,1
262,0
262,1
263,0
263,1
264,0
264,1
265,0
265,1
266,0
266,1
267,0
267,1
268,0
268,1
269,0
269,1
270,0
270,1
271,0
271,1
272,0
272,1
273,0
273,1
274,0
274,1
276,0
276,1
276,2
276,3
276,4
276,5
276,6
276,7
276,8
276,9
276,10
276,11
276,12
276,13
276,14
276,15
278,0
278,1
279,0
279,1
280,0
280,1
281,0
281,1
282,0
282,1
283,0
283,1
284,0
284,1
285,0
285,1
287,0
287,1
287,2
287,3
287,4
287,5
287,6
287,7
289,0
289,1
290,0
290,1
291,0
291,1
292,0
292,1
294,0
294,1
294,2
294,3
296,0
296,1
297,0
297,1
299,0
299,1
303,0
303,1
303,2
303,3
303,4
303,5
303,6
303,7
303,8
303,9
305,0
305,1
306,0
306,1
308,0
308,1
309,0
309,1
310,0
310,1
311,0
311,1
313,0
313,1
314,0
314,1
316,0
316,1
319,0
319,1
319,2
319,3
319,4
319,5
319,6
319,7
319,8
319,9
319,10
319,11
321,0
321,1
321,2
321,3
321,4
321,5
322,0
322,1
322,2
322,3
322,4
322,5
326,0
326,1
328,0
328,1
332,0
332,1
332,2
332,3
332,4
332,5
332,6
332,7
332,8
332,9
332,10
332,11
332,12
332,13
332,14
332,15
334,0
334,1
335,0
335,1
336,0
336,1
337,0
337,1
338,0
338,1
339,0
339,1
340,0
340,1
341,0
341,1
343,0
343,1
344,0
344,1
345,0
345,1
346,0
346,1
348,0
348,1
349,0
349,1
351,0
351,1
354,0
354,1
354,2
354,3
354,4
354,5
354,6
354,7
354,8
354,9
354,10
354,11
354,12
354,13
354,14
354,15
356,0
356,1
356,2
356,3
356,4
356,5
357,0
357,1
357,2
357,3
357,4
358,0
358,1
358,2
358,3
358,4
362,0
362,1
364,0
364,1
368,0
368,1
368,2
368,3
368,4
368,5
368,6
368,7
368,8
368,9
368,10
368,11
370,0
370,1
371,0
371,1
372,0
372,1
373,0
373,1
375,0
375,1
376,0
376,1
377,0
377,1
378,0
378,1
380,0
380,1
381,0
381,1
383,0
383,1
386,0
386,1
386,2
386,3
386,4
386,5
386,6
386,7
386,8
386,9
386,10
386,11
386,12
386,13
388,0
388,1
388,2
388,3
388,4
388,5
389,0
389,1
389,2
389,3
390,0
390,1
390,2
390,3
394,0
394,1
395,0
395,1
397,0
397,1
399,0
399,1
403,0
403,1
406,0
406,1
406,2
406,3
406,4
406,5
406,6
406,7
406,8
406,9
406,10
406,11
406,12
406,13
406,14
406,15
406,16
406,17
406,18
406,19
406,20
406,21
406,22
406,23
408,0
408,1
408,2
408,3
408,4
408,5
408,6
408,7
408,8
408,9
408,10
408,11
408,12
408,13
408,14
408,15
408,16
408,17
408,18
408,19
408,20
408,21
408,22
408,23
410,0
410,1
411,0
411,1
412,0
412,1
413,0
413,1
414,0
414,1
415,0
415,1
416,0
416,1
417,0
417,1
419,0
419,1
420,0
420,1
421,0
421,1
422,0
422,1
423,0
423,1
424,0
424,1
425,0
425,1
426,0
426,1
428,0
428,1
428,2
428,3
428,4
428,5
428,6
428,7
428,8
428,9
428,10
428,11
428,12
428,13
428,14
428,15
428,16
428,17
428,18
428,19
428,20
428,21
428,22
428,23
428,24
428,25
428,26
428,27
428,28
428,29
428,30
428,31
428,32
428,33
428,34
428,35
428,36
428,37
428,38
428,39
430,0
430,1
431,0
431,1
432,0
432,1
433,0
433,1
434,0
434,1
435,0
435,1
436,0
436,1
437,0
437,1
438,0
438,1
439,0
439,1
440,0
440,1
441,0
441,1
442,0
442,1
443,0
443,1
444,0
444,1
445,0
445,1
446,0
446,1
447,0
447,1
448,0
448,1
449,0
449,1
451,0
451,1
452,0
452,1
453,0
453,1
454,0
454,1
455,0
455,1
456,0
456,1
457,0
457,1
458,0
458,1
459,0
459,1
460,0
460,1
461,0
461,1
462,0
462,1
463,0
463,1
464,0
464,1
465,0
465,1
466,0
466,1
467,0
467,1
468,0
468,1
469,0
469,1
470,0
470,1
472,0
472,1
472,2
472,3
472,4
472,5
472,6
472,7
472,8
472,9
472,10
472,11
472,12
472,13
472,14
472,15
472,16
472,17
472,18
472,19
472,20
472,21
472,22
472,23
472,24
472,25
472,26
472,27
472,28
472,29
472,30
472,31
472,32
472,33
472,34
472,35
472,36
472,37
472,38
472,39
472,40
472,41
472,42
472,43
472,44
472,45
472,46
472,47
472,48
472,49
472,50
472,51
472,52
472,53
472,54
472,55
472,56
472,57
472,58
472,59
472,60
472,61
472,62
472,63
474,0
474,1
475,0
475,1
476,0
476,1
477,0
477,1
478,0
478,1
479,0
479,1
480,0
480,1
481,0
481,1
482,0
482,1
483,0
483,1
484,0
484,1
485,0
485,1
486,0
486,1
487,0
487,1
488,0
488,1
489,0
489,1
490,0
490,1
491,0
491,1
492,0
492,1
493,0
493,1
494,0
494,1
495,0
495,1
496,0
496,1
497,0
497,1
498,0
498,1
499,0
499,1
500,0
500,1
501,0
501,1
502,0
502,1
503,0
503,1
504,0
504,1
505,0
505,1
507,0
507,1
508,0
508,1
509,0
509,1
510,0
510,1
511,0
511,1
512,0
512,1
513,0
513,1
514,0
514,1
515,0
515,1
516,0
516,1
517,0
517,1
518,0
518,1
519,0
519,1
520,0
520,1
521,0
521,1
522,0
522,1
523,0
523,1
524,0
524,1
525,0
525,1
526,0
526,1
527,0
527,1
528,0
528,1
529,0
529,1
530,0
530,1
531,0
531,1
532,0
532,1
533,0
533,1
534,0
534,1
535,0
535,1
536,0
536,1
537,0
537,1
538,0
538,1
540,0
540,1
540,2
540,3
540,4
540,5
540,6
540,7
540,8
540,9
540,10
540,11
540,12
540,13
540,14
540,15
540,16
540,17
540,18
540,19
540,20
540,21
540,22
540,23
540,24
540,25
540,26
540,27
540,28
540,29
540,30
540,31
542,0
542,1
543,0
543,1
544,0
544,1
545,0
545,1
546,0
546,1
547,0
547,1
548,0
548,1
549,0
549,1
550,0
550,1
551,0
551,1
552,0
552,1
553,0
553,1
554,0
554,1
555,0
555,1
556,0
556,1
557,0
557,1
559,0
559,1
560,0
560,1
561,0
561,1
562,0
562,1
563,0
563,1
564,0
564,1
565,0
565,1
566,0
566,1
567,0
567,1
568,0
568,1
569,0
569,1
570,0
570,1
571,0
571,1
572,0
572,1
573,0
573,1
574,0
574,1
576,0
576,1
576,2
576,3
576,4
576,5
576,6
576,7
576,8
576,9
576,10
576,11
576,12
576,13
576,14
576,15
578,0
578,1
579,0
579,1
580,0
580,1
581,0
581,1
582,0
582,1
583,0
583,1
584,0
584,1
585,0
585,1
587,0
587,1
587,2
587,3
587,4
587,5
587,6
587,7
589,0
589,1
590,0
590,1
591,0
591,1
592,0
592,1
594,0
594,1
594,2
594,3
596,0
596,1
597,0
597,1
599,0
599,1
602,0
602,1
602,2
602,3
602,4
602,5
602,6
602,7
602,8
602,9
602,10
602,11
602,12
602,13
602,14
602,15
602,16
602,17
602,18
602,19
602,20
602,21
602,22
602,23
602,24
602,25
602,26
602,27
602,28
602,29
602,30
602,31
602,32
602,33
602,34
602,35
602,36
602,37
602,38
602,39
602,40
602,41
602,42
602,43
602,44
602,45
602,46
602,47
602,48
602,49
602,50
602,51
602,52
602,53
602,54
602,55
602,56
602,57
602,58
602,59
602,60
602,61
602,62
602,63
602,64
602,65
602,66
602,67
602,68
602,69
602,70
602,71
603,0
603,1
603,2
603,3
603,4
603,5
603,6
603,7
603,8
603,9
603,10
603,11
603,12
603,13
603,14
603,15
603,16
603,17
603,18
603,19
605,0
605,1
605,2
605,3
605,4
605,5
605,6
605,7
605,8
605,9
605,10
605,11
605,12
605,13
605,14
605,15
605,16
605,17
605,18
605,19
605,20
605,21
605,22
605,23
605,24
605,25
605,26
605,27
605,28
605,29
605,30
605,31
605,32
605,33
605,34
605,35
605,36
605,37
605,38
605,39
605,40
605,41
605,42
605,43
605,44
605,45
605,46
605,47
605,48
605,49
605,50
605,51
605,52
605,53
605,54
605,55
605,56
605,57
605,58
605,59
605,60
605,61
605,62
605,63
605,64
605,65
605,66
605,67
605,68
605,69
605,70
605,71
607,0
607,1
608,0
608,1
609,0
609,1
610,0
610,1
611,0
611,1
612,0
612,1
613,0
613,1
614,0
614,1
615,0
615,1
616,0
616,1
617,0
617,1
618,0
618,1
619,0
619,1
620,0
620,1
621,0
621,1
622,0
622,1
623,0
623,1
624,0
624,1
625,0
625,1
626,0
626,1
627,0
627,1
628,0
628,1
629,0
629,1
630,0
630,1
631,0
631,1
632,0
632,1
633,0
633,1
634,0
634,1
635,0
635,1
636,0
636,1
637,0
637,1
638,0
638,1
639,0
639,1
640,0
640,1
641,0
641,1
642,0
642,1
644,0
644,1
644,2
644,3
644,4
644,5
644,6
644,7
644,8
644,9
644,10
644,11
644,12
644,13
644,14
644,15
644,16
644,17
644,18
644,19
644,20
644,21
644,22
644,23
644,24
644,25
644,26
644,27
644,28
644,29
644,30
644,31
644,32
644,33
644,34
644,35
644,36
644,37
644,38
644,39
644,40
644,41
644,42
644,43
644,44
644,45
644,46
644,47
646,0
646,1
647,0
647,1
648,0
648,1
649,0
649,1
650,0
650,1
651,0
651,1
652,0
652,1
653,0
653,1
654,0
654,1
655,0
655,1
656,0
656,1
657,0
657,1
658,0
658,1
659,0
659,1
660,0
660,1
661,0
661,1
662,0
662,1
663,0
663,1
664,0
664,1
665,0
665,1
666,0
666,1
667,0
667,1
668,0
668,1
669,0
669,1
671,0
671,1
671,2
671,3
671,4
671,5
671,6
671,7
671,8
671,9
671,10
671,11
671,12
671,13
671,14
671,15
671,16
671,17
671,18
671,19
671,20
671,21
671,22
671,23
671,24
671,25
671,26
671,27
671,28
671,29
671,30
671,31
673,0
673,1
674,0
674,1
675,0
675,1
676,0
676,1
677,0
677,1
678,0
678,1
679,0
679,1
680,0
680,1
681,0
681,1
682,0
682,1
683,0
683,1
684,0
684,1
685,0
685,1
686,0
686,1
687,0
687,1
688,0
688,1
690,0
690,1
690,2
690,3
690,4
690,5
690,6
690,7
690,8
690,9
690,10
690,11
690,12
690,13
690,14
690,15
692,0
692,1
693,0
693,1
694,0
694,1
695,0
695,1
696,0
696,1
697,0
697,1
698,0
698,1
699,0
699,1
701,0
701,1
701,2
701,3
701,4
701,5
701,6
701,7
703,0
703,1
704,0
704,1
705,0
705,1
706,0
706,1
708,0
708,1
708,2
708,3
710,0
710,1
711,0
711,1
713,0
713,1
716,0
716,1
716,2
716,3
716,4
716,5
716,6
716,7
716,8
716,9
716,10
716,11
716,12
716,13
716,14
716,15
716,16
716,17
716,18
716,19
716,20
716,21
716,22
716,23
716,24
716,25
716,26
716,27
716,28
716,29
716,30
716,31
716,32
716,33
716,34
716,35
716,36
716,37
716,38
716,39
716,40
716,41
716,42
716,43
716,44
716,45
716,46
716,47
718,0
718,1
718,2
718,3
718,4
718,5
718,6
718,7
718,8
718,9
718,10
718,11
718,12
718,13
718,14
718,15
718,16
718,17
718,18
718,19
718,20
718,21
718,22
718,23
718,24
718,25
718,26
718,27
718,28
718,29
718,30
718,31
718,32
718,33
718,34
718,35
718,36
718,37
718,38
718,39
718,40
718,41
718,42
718,43
718,44
718,45
718,46
718,47
720,0
720,1
720,2
720,3
720,4
720,5
720,6
720,7
721,0
721,1
721,2
721,3
721,4
721,5
721,6
721,7
724,0
724,1
725,0
725,1
726,0
726,1
727,0
727,1
729,0
729,1
730,0
730,1
731,0
731,1
732,0
732,1
734,0
734,1
735,0
735,1
736,0
736,1
737,0
737,1
739,0
739,1
740,0
740,1
741,0
741,1
742,0
742,1
744,0
744,1
744,2
744,3
744,4
744,5
744,6
744,7
744,8
744,9
744,10
744,11
744,12
744,13
744,14
744,15
745,0
745,1
745,2
745,3
745,4
745,5
745,6
745,7
745,8
745,9
745,10
745,11
745,12
745,13
745,14
745,15
748,0
748,1
749,0
749,1
750,0
750,1
751,0
751,1
752,0
752,1
753,0
753,1
754,0
754,1
755,0
755,1
757,0
757,1
758,0
758,1
759,0
759,1
760,0
760,1
761,0
761,1
762,0
762,1
763,0
763,1
764,0
764,1
766,0
766,1
766,2
766,3
766,4
766,5
766,6
766,7
767,0
767,1
767,2
767,3
767,4
767,5
767,6
767,7
770,0
770,1
771,0
771,1
772,0
772,1
773,0
773,1
775,0
775,1
776,0
776,1
777,0
777,1
778,0
778,1
780,0
780,1
780,2
780,3
781,0
781,1
781,2
781,3
784,0
784,1
785,0
785,1
787,0
787,1
788,0
788,1
790,0
790,1
791,0
791,1
793,0
793,1
796,0
796,1
796,2
796,3
796,4
796,5
796,6
796,7
796,8
796,9
796,10
796,11
796,12
796,13
796,14
796,15
796,16
796,17
796,18
796,19
799,0
799,1
799,2
799,3
799,4
799,5
799,6
799,7
799,8
799,9
799,10
799,11
799,12
799,13
799,14
799,15
799,16
799,17
799,18
799,19
799,20
799,21
799,22
799,23
802,0
802,1
802,2
802,3
802,4
802,5
802,6
802,7
802,8
802,9
802,10
802,11
802,12
802,13
802,14
802,15
802,16
802,17
802,18
802,19
802,20
802,21
802,22
802,23
805,0
805,1
805,2
805,3
805,4
805,5
805,6
805,7
805,8
805,9
805,10
805,11
805,12
805,13
805,14
805,15
805,16
805,17
805,18
805,19
805,20
805,21
805,22
805,23
810,0
810,1
811,0
811,1
813,0
813,1
818,0
818,1
819,0
819,1
821,0
821,1
826,0
826,1
827,0
827,1
829,0
829,1
833,0
833,1
836,0
836,1
836,2
836,3
836,4
836,5
836,6
836,7
836,8
836,9
836,10
836,11
836,12
836,13
836,14
836,15
836,16
836,17
836,18
836,19
837,0
837,1
837,2
837,3
837,4
837,5
837,6
837,7
837,8
837,9
837,10
837,11
837,12
837,13
837,14
837,15
837,16
837,17
837,18
837,19
839,0
839,1
839,2
839,3
839,4
839,5
839,6
839,7
839,8
839,9
839,10
839,11
839,12
839,13
839,14
839,15
839,16
839,17
839,18
839,19
841,0
841,1
842,0
842,1
843,0
843,1
844,0
844,1
845,0
845,1
846,0
846,1
847,0
847,1
848,0
848,1
850,0
850,1
850,2
850,3
850,4
850,5
850,6
850,7
850,8
850,9
850,10
850,11
850,12
850,13
850,14
850,15
850,16
850,17
850,18
850,19
850,20
850,21
850,22
850,23
850,24
850,25
850,26
850,27
850,28
850,29
850,30
850,31
852,0
852,1
853,0
853,1
854,0
854,1
855,0
855,1
856,0
856,1
857,0
857,1
858,0
858,1
859,0
859,1
860,0
860,1
861,0
861,1
862,0
862,1
863,0
863,1
864,0
864,1
865,0
865,1
866,0
866,1
867,0
867,1
869,0
869,1
869,2
869,3
869,4
869,5
869,6
869,7
869,8
869,9
869,10
869,11
869,12
869,13
869,14
869,15
871,0
871,1
872,0
872,1
873,0
873,1
874,0
874,1
875,0
875,1
876,0
876,1
877,0
877,1
878,0
878,1
880,0
880,1
880,2
880,3
880,4
880,5
880,6
880,7
882,0
882,1
883,0
883,1
884,0
884,1
885,0
885,1
887,0
887,1
887,2
887,3
889,0
889,1
890,0
890,1
892,0
892,1
895,0
895,1
895,2
895,3
895,4
895,5
895,6
895,7
895,8
895,9
895,10
895,11
895,12
895,13
895,14
895,15
895,16
895,17
895,18
895,19
896,0
896,1
896,2
896,3
896,4
896,5
896,6
896,7
896,8
896,9
896,10
896,11
896,12
896,13
896,14
896,15
896,16
896,17
896,18
896,19
898,0
898,1
898,2
898,3
898,4
898,5
898,6
898,7
898,8
898,9
898,10
898,11
898,12
898,13
898,14
898,15
898,16
898,17
898,18
898,19
900,0
900,1
901,0
901,1
902,0
902,1
903,0
903,1
904,0
904,1
905,0
905,1
906,0
906,1
907,0
907,1
909,0
909,1
909,2
909,3
909,4
909,5
909,6
909,7
909,8
909,9
909,10
909,11
909,12
909,13
909,14
909,15
909,16
909,17
909,18
909,19
909,20
909,21
909,22
909,23
909,24
909,25
909,26
909,27
909,28
909,29
909,30
909,31
911,0
911,1
912,0
912,1
913,0
913,1
914,0
914,1
915,0
915,1
916,0
916,1
917,0
917,1
918,0
918,1
919,0
919,1
920,0
920,1
921,0
921,1
922,0
922,1
923,0
923,1
924,0
924,1
925,0
925,1
926,0
926,1
928,0
928,1
928,2
928,3
928,4
928,5
928,6
928,7
928,8
928,9
928,10
928,11
928,12
928,13
928,14
928,15
930,0
930,1
931,0
931,1
932,0
932,1
933,0
933,1
934,0
934,1
935,0
935,1
936,0
936,1
937,0
937,1
939,0
939,1
939,2
939,3
939,4
939,5
939,6
939,7
941,0
941,1
942,0
942,1
943,0
943,1
944,0
944,1
946,0
946,1
946,2
946,3
948,0
948,1
949,0
949,1
951,0
951,1
954,0
954,1
954,2
954,3
954,4
954,5
954,6
954,7
954,8
954,9
954,10
954,11
954,12
954,13
954,14
954,15
954,16
954,17
954,18
954,19
957,0
957,1
957,2
957,3
957,4
957,5
957,6
957,7
957,8
957,9
957,10
957,11
957,12
957,13
957,14
957,15
957,16
957,17
957,18
957,19
962,0
962,1
964,0
964,1
966,0
966,1
970,0
970,1
970,2
970,3
970,4
970,5
970,6
970,7
970,8
970,9
970,10
970,11
970,12
970,13
970,14
970,15
970,16
970,17
971,0
971,1
971,2
971,3
971,4
971,5
971,6
971,7
971,8
971,9
971,10
971,11
971,12
971,13
971,14
971,15
971,16
971,17
972,0
972,1
972,2
972,3
972,4
972,5
972,6
972,7
972,8
972,9
974,0
974,1
974,2
974,3
974,4
974,5
974,6
974,7
974,8
974,9
974,10
974,11
974,12
974,13
974,14
974,15
974,16
974,17
974,18
974,19
974,20
974,21
974,22
974,23
974,24
974,25
974,26
974,27
976,0
976,1
977,0
977,1
978,0
978,1
979,0
979,1
980,0
980,1
981,0
981,1
982,0
982,1
983,0
983,1
984,0
984,1
985,0
985,1
986,0
986,1
987,0
987,1
988,0
988,1
989,0
989,1
991,0
991,1
991,2
991,3
991,4
991,5
991,6
991,7
991,8
991,9
991,10
991,11
991,12
991,13
991,14
991,15
991,16
991,17
991,18
991,19
991,20
991,21
991,22
991,23
991,24
991,25
991,26
991,27
991,28
991,29
991,30
991,31
993,0
993,1
994,0
994,1
995,0
995,1
996,0
996,1
997,0
997,1
998,0
998,1
999,0
999,1
1000,0
1000,1
1001,0
1001,1
1002,0
1002,1
1003,0
1003,1
1004,0
1004,1
1005,0
1005,1
1006,0
1006,1
1007,0
1007,1
1008,0
1008,1
1010,0
1010,1
1010,2
1010,3
1010,4
1010,5
1010,6
1010,7
1010,8
1010,9
1010,10
1010,11
1010,12
1010,13
1010,14
1010,15
1012,0
1012,1
1013,0
1013,1
1014,0
1014,1
1015,0
1015,1
1016,0
1016,1
1017,0
1017,1
1018,0
1018,1
1019,0
1019,1
1021,0
1021,1
1021,2
1021,3
1021,4
1021,5
1021,6
1021,7
1023,0
1023,1
1024,0
1024,1
1025,0
1025,1
1026,0
1026,1
1028,0
1028,1
1028,2
1028,3
1030,0
1030,1
1031,0
1031,1
1033,0
1033,1
1036,0
1036,1
1036,2
1036,3
1036,4
1036,5
1036,6
1036,7
1036,8
1036,9
1036,10
1036,11
1036,12
1036,13
1036,14
1036,15
1036,16
1036,17
1039,0
1039,1
1039,2
1039,3
1039,4
1039,5
1039,6
1039,7
1039,8
1039,9
1039,10
1039,11
1039,12
1039,13
1039,14
1039,15
1039,16
1039,17
1044,0
1044,1
1047,0
1047,1
1047,2
1047,3
1047,4
1047,5
1047,6
1047,7
1047,8
1047,9
1047,10
1047,11
1047,12
1047,13
1047,14
1047,15
1047,16
1047,17
1047,18
1047,19
1052,0
1052,1
1055,0
1055,1
1057,0
1057,1
1061,0
1061,1
1061,2
1061,3
1061,4
1061,5
1061,6
1061,7
1061,8
1061,9
1063,0
1063,1
1064,0
1064,1
1066,0
1066,1
1067,0
1067,1
1069,0
1069,1
1070,0
1070,1
1071,0
1071,1
1072,0
1072,1
1074,0
1074,1
1075,0
1075,1
1076,0
1076,1
1077,0
1077,1
